799.4
774.1
649.5
468.5
247
80.3
51.8
272.6
657.7
1126
1149.5
926.2
709.2
528.2
563.4
365.7
195.4
87.3
451
888
1667.4
1334.6
1219.1
794.8
535.8
204.2
135.2
148.9
41.2
72
386.9
651.7
715.3
763.6
762.1
623.5
305.1
156.7
81
74.6
84.6
427.5
875.3
1021
936.1
767.6
501.7
314.9
320.6
145.3
113.5
32.9
60.6
292.6
503.4
761.6
646.3
744.4
582.5
526.6
223
68.4
43.1
17.3
115.1
568.4
684.8
1246.7
966.9
763.3
451.7
313.6
170.9
69.3
200.6
531.7
766.6
828.5
933.7
778.3
428.7
254.7
133.7
67.9
104.6
432.4
956.8
1372.8
1314.6
1065
813.4
569.8
367.2
196
115.1
397.1
1110.1
1818.1
1634.4
1621.4
1007.1
833.1
376.9
166.2
52.9
455.4
1700.5
2278.3
2215.1
1905
1347.3
646.6
451.2
334.7
122.4
180.8
562.5
1124
1270.7
1266.7
1256.3
799.8
827.2
457.8
412.9
185.5
150.6
329.8
1111.9
1863.3
1855.8
1685.4
1395.5
799.7
550.2
215.3
160.8
350.7
1200
1893.5
1707.5
1749.3
1133.8
656.8
358.4
210
103.5
257.8
770.5
1118.1
1434.4
1331.1
1249.1
762.8
485.3
357.4
182.2
90
34.4
37.2
198
667.3
